ZONA;BARRIO;CODIGO_CALLE;SIGLAS;CALLE;INICIO;FIN;PARIDAD
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1825;CTRA ;GENERAL COLLOTO SANTANDER                         ;0;0;Par  
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1866;AVDA ;HOLANDA DE                                        ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1861;POLIG;INDUSTRIAL ESPIRITU SANTO                         ;0;99;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1867;AVDA ;IRLANDA DE                                        ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;234;AVDA ;JOSE CIMA                                         ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1821;CALLE;JULIAN CLAVERIA-COLLOTO                           ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;582;CALLE;LUIS SUAREZ XIMIELGA                              ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;4168;CALLE;PACO LA FUENTE                                    ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;364;CALLE;PEPIN RODRIGUEZ                                   ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1827;CMNO ;PRADOS DE LOS                                     ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1828;LUGAR;PRADOS LOS                                        ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;676;PLAZA;PUEBLO DE MADRID                                  ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;4138;PQUE ;RAFAEL CUARTAS                                    ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;1868;CALLE;SUECIA                                            ;0;9999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;4082;CALLE;VALENCIA DE DON JUAN                              ;0;99999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;4084;CALLE;VILLA CLARA                                       ;0;99999;Ambos
COLLOTO-U                                         ;COLLOTO Urbano                                    ;4085;CALLE;ZAMORA                                            ;0;99999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4136;PLAZA;ABOGADO DE OFICIO                                 ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4135;PLAZA;ACADEMIA OJANGUREN                                ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;747;CALLE;AGUAMIERA                                         ;1;9999;Impar
CORREDORIA                                        ;LA CORREDORIA                                     ;631;CALLE;ALFREDO BLANCO                                    ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;681;CALLE;ANABEL SANTIAGO SANCHEZ                           ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4133;CALLE;ANGELES MUÑIZ HERES (GELINOS)                     ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;26;CALLE;ANGUSTIAS PINTO                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;28;CALLE;ANTIDIO VELASCO                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;748;CALLE;ARROYO VAQUEROS                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;682;CALLE;ATAULFO LADA CAMBLOR                              ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;661;CALLE;BRAVON EL                                         ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;698;PQUE ;CABORNIA DE LA                                    ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;666;CALLE;CAMPOS LOS                                        ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;745;CALLE;CARDENAL ALVAREZ MARTINEZ                         ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;536;CMNO ;CARISA DE LA                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;620;CALLE;CARLOS PRIETO                                     ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;609;PQUE ;CIUDAD DE TAMPA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;642;CALLE;CIUDADES UNIDAS                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4122;CALLE;COLEGIO HISPANIA                                  ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4128;CALLE;COLEGIO SAN IGNACIO                               ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4130;CALLE;COLEGIO SANTA TERESA DE JESUS                     ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4129;CALLE;COLEGIO SANTO ANGEL DE LA GUARDA                  ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4125;CALLE;COLEGIO SANTO DOMINGO DE GUZMAN                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;697;CALLE;COLENXU                                           ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1847;CMNO ;CONCEYIN DEL                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;695;PLAZA;CONCEYIN DEL                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1836;LUGAR;CONCEYIN-CORREDORIA                               ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1834;CTRA ;CORREDORIA ALTA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1835;CTRA ;CORREDORIA BAJA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1850;LUGAR;CORTIJO EL                                        ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;628;PLAZA;CUATRO CAÑOS                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;635;CALLE;DANIEL MOYANO                                     ;6;9998;Par  
CORREDORIA                                        ;LA CORREDORIA                                     ;635;CALLE;DANIEL MOYANO                                     ;5;9999;Impar
CORREDORIA                                        ;LA CORREDORIA                                     ;672;CALLE;DIAMANTINA RODRIGUEZ                              ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;145;CALLE;DOÑA ILUMINADA                                    ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;636;CALLE;EDUARDO DE FRAGA TORREJON                         ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;677;CALLE;EMILIO LLANEZA                                    ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;679;CALLE;ENRIQUE CLAVEROL                                  ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4120;PLAZA;ENSEÑANZA DE LA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;667;CALLE;FRANCISCO PINTADO FE                              ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;749;CALLE;FUENTE DEL RIO-CORREDORIA                         ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;660;PLAZA;FUENTE LA BRAÑA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;744;AVDA ;GIJON DE                                          ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4117;CALLE;HERMANOS MARISTAS DE LA ENSEÑANZA                 ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;739;CALLE;IGNACIO HERRERO GARRALDA                          ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4123;CALLE;INSTITUTO ALFONSO II                              ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4121;CALLE;INSTITUTO ARAMO                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;740;CALLE;JAIME TRUYOLS SANTONJA                            ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1851;CALLE;JARDIN                                            ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;700;CALLE;JESUS CASTRO                                      ;1;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;683;CALLE;JORGE TUYA                                        ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;685;PLAZA;"JOSE GONZALEZ ""EL PRESI""                          ";0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;680;CALLE;"JOSE MARTINEZ ""BOTON""                             ";0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;678;CALLE;"JOSE MENENDEZ CARREÑO ""CUCHICHI""                  ";0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;689;CALLE;JOSE NORIEGA                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;684;CALLE;JOSE REMIS OVALLE                                 ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1849;CALLE;JOSE REQUEJO                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4098;CALLE;JOSE URIA URIA                                    ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;686;CALLE;JOSEFINA ARGÜELLES                                ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;243;CALLE;JUAN CORDERO                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;669;PLAZA;JUANIN DE MIERES                                  ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4113;CALLE;"JULIO ALVAREZ ""MENDO""                             ";6;9998;Par  
CORREDORIA                                        ;LA CORREDORIA                                     ;4113;CALLE;"JULIO ALVAREZ ""MENDO""                             ";7;9999;Impar
CORREDORIA                                        ;LA CORREDORIA                                     ;750;CALLE;LES MATUQUES                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;696;CALLE;LLAVIADA                                          ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;630;CALLE;LUCAS RODRIGUEZ-PIRE                              ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4003;PLAZA;LUIS FERNANDEZ CORONADO                           ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;699;CALLE;MAESTRO DON MARCIANO                              ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;687;CALLE;MANOLO PONTEO                                     ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4000;CALLE;MEDIA LEGUA LA                                    ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;754;CALLE;MOLIN DE PACHON                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;755;CALLE;MOLIN EL TORO                                     ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;751;CALLE;MOLIN LA CASUCA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;753;CALLE;MOLIN LA FRERA                                    ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;752;CALLE;MOLIN LOS CAÑALES                                 ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4001;CALLE;MOLINOS DE SINICIO                                ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;640;PLAZA;MONTAÑEROS VETUSTA                                ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;325;CALLE;NACHIN DE NACHA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4023;PQUE ;NORA                                              ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;766;PQUE ;NUEVA CORREDORIA                                  ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;1853;CALLE;"OBDULIA ALVAREZ ""LA BUSDONGA""                     ";0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4166;PLAZA;OVIEDO MODERNO, C.F. FEMENINO                     ;3;3;Impar
CORREDORIA                                        ;LA CORREDORIA                                     ;4166;PLAZA;OVIEDO MODERNO, C.F. FEMENINO                     ;4;4;Par  
CORREDORIA                                        ;LA CORREDORIA                                     ;746;CALLE;PABLO ALONSO RATO                                 ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;663;PSAJE;PARADA DE POSTAS                                  ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;743;CALLE;RAMON ROMEA                                       ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;4002;PLAZA;RODRIGO SUAREZ GARCIA                             ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;629;CALLE;SABINO ALVAREZ-GENDIN                             ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;664;CALLE;TAHONA LA                                         ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;756;CALLE;TALLERES DE CARROS                                ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;495;CALLE;TIGRE JUAN                                        ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;757;CALLE;TRAPONES LOS                                      ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;671;CALLE;VICENTE MIRANDA                                   ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;764;PLAZA;VIVEROS LOS                                       ;0;9999;Ambos
CORREDORIA                                        ;LA CORREDORIA                                     ;670;CALLE;XUACU EL DE SAMA                                  ;0;9999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;747;CALLE;AGUAMIERA                                         ;0;9998;Par  
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;387;CALLE;AYUNTAMIENTO                                      ;0;9999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;382;CMNO ;CERAMICA DE LA                                    ;0;9999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;635;CALLE;DANIEL MOYANO                                     ;2;4;Par  
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;635;CALLE;DANIEL MOYANO                                     ;1;3;Impar
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;658;CALLE;DOCTOR PEDRO QUIROS                               ;0;9999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;4076;PLAZA;EMILIO SAGI                                       ;0;99999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;1848;CTRA ;ESTRECHA LA                                       ;0;9999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;648;CALLE;"JOSE MANUEL FUENTE ""EL TARANGU""                   ";0;9999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;4166;PLAZA;OVIEDO MODERNO, C.F. FEMENINO                     ;2;2;Par  
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;4166;PLAZA;OVIEDO MODERNO, C.F. FEMENINO                     ;1;1;Impar
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;1860;LUGAR;PONTON DE VAQUEROS                                ;0;9998;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;4141;CALLE;PRESIDENTE ADOLFO SUAREZ                          ;0;9999;Ambos
CORREDORIA                                        ;PONTON DE VAQUEROS                                ;758;CALLE;RIERA LA                                          ;0;9999;Ambos
ESTE-R                                            ;CERDEÑO Rural                                     ;1801;LUGAR;ABULI                                             ;0;9998;Ambos
ESTE-R                                            ;CERDEÑO Rural                                     ;1844;LUGAR;MATAS LAS-CERDEÑO                                 ;0;9998;Ambos
ESTE-R                                            ;CERDEÑO Rural                                     ;1811;LUGAR;MONTERREY                                         ;0;9998;Ambos
ESTE-R                                            ;CERDEÑO Rural                                     ;1812;LUGAR;NONIN                                             ;0;9998;Ambos
ESTE-R                                            ;CERDEÑO Rural                                     ;1818;LUGAR;PUENTE EL-CERDEÑO                                 ;0;9998;Ambos
ESTE-R                                            ;CERDEÑO Rural                                     ;1843;LUGAR;SANTA ANA DE ABULI                                ;0;9998;Ambos
ESTE-R                                            ;CERDEÑO Rural                                     ;1856;LUGAR;VIXIL                                             ;0;9998;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;1815;LUGAR;BARZANA LA-CERDEÑO                                ;0;9999;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;1845;TRVA ;CERDEÑO-SANTANDER SEGUNDA                         ;0;9999;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;662;CALLE;DOCTOR ANTONIO BASCARAN ASUNSOLO                  ;0;9999;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;1825;CTRA ;GENERAL COLLOTO SANTANDER                         ;2;66;Par  
ESTE-U                                            ;CERDEÑO Urbano                                    ;1825;CTRA ;GENERAL COLLOTO SANTANDER                         ;1;57;Impar
ESTE-U                                            ;CERDEÑO Urbano                                    ;654;CALLE;JUAN MANUEL SANCHEZ-OCAÑA SERRANO                 ;0;9999;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;1816;LUGAR;LIMANES                                           ;0;9999;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;1817;LUGAR;PEÑAS LAS-CERDEÑO                                 ;0;9999;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;1819;CTRA ;SANTANDER-CERDEÑO                                 ;0;9999;Ambos
ESTE-U                                            ;CERDEÑO Urbano                                    ;770;CALLE;SIERO                                             ;0;9998;Par  
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;1;CALLE;ABEDULES LOS                                      ;1;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;2;CALLE;ACEBOS LOS                                        ;1;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4;CALLE;ADELANTADO DE LA FLORIDA                          ;2;9998;Par  
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;18;CALLE;ALONSO DE PROAZA                                  ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;78;CALLE;CAMPO DE LOS PATOS                                ;2;9998;Par  
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4171;PLAZA;CARDENAL TARANCON                                 ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;723;CALLE;CARLOS SAINZ                                      ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;539;CALLE;CHAVIA                                            ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4078;CALLE;CLERMONT-FERRAND                                  ;0;99999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;690;PLAZA;CONSEJO DE EUROPA                                 ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;136;CALLE;DARIO DE REGOYOS                                  ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;155;CALLE;EUCALIPTOS LOS                                    ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4109;CALLE;FERNANDO ZUAZUA                                   ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;607;TRVA ;FRANCISCO GONZALEZ ARGÜELLES                      ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4068;CALLE;GANADEROS ASTURIANOS                              ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;193;CALLE;GENERAL ELORZA                                    ;2;4;Par  
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;596;CALLE;HUERTA DE OTERO                                   ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4107;CALLE;JORGE GARCIA RODRIGUEZ                            ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;262;CALLE;LOPE DE VEGA                                      ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;263;CALLE;LOPEZ DEL VALLADO                                 ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;273;CALLE;MADRESELVAS LAS                                   ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;284;CALLE;MARCELINO FERNANDEZ                               ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;115;CALLE;MATILDE GARCIA DEL REAL                           ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;304;CALLE;MAYORAZU                                          ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;3625;LUGAR;MERCADIN                                          ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;311;CALLE;MIGUEL DE UNAMUNO                                 ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;651;CALLE;MIGUEL INDURAIN                                   ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;771;CALLE;NOREÑA                                            ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;343;PLAZA;OTERO                                             ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;597;LUGAR;OTERO CASAS DE VICTOR                             ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;346;CALLE;PADRE FERRERO                                     ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;360;PASEO;PENSIONISTAS DE LOS                               ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;595;LUGAR;PEÑEO PALAIS                                      ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;372;CALLE;PINOS LOS                                         ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;535;CALLE;QUINTANA LA                                       ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;406;CALLE;RAFAEL MARIA DE LABRA                             ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;3626;LUGAR;RAPOSIA                                           ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;411;CALLE;RAYO                                              ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;309;CALLE;RAYO MERCADIN ALTO                                ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;310;CALLE;RAYO MERCADIN BAJO                                ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;594;TRVA ;RAYO PRIMERA TRAVESIA                             ;2;14;Par  
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;441;CALLE;RONDA                                             ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;623;CALLE;RONDA SUR                                         ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4069;CALLE;SALVADOR FUENTE GONZALEZ                          ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;769;CALLE;SARIEGO                                           ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;487;CALLE;TEJOS LOS                                         ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;489;CALLE;TENDERINA                                         ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;496;CALLE;TILOS LOS                                         ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;500;AVDA ;TORRELAVEGA DE                                    ;0;9999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;4083;CALLE;VALPARAISO                                        ;0;99999;Ambos
ESTE-U                                            ;TENDERINA-FOZANELDI                               ;515;CALLE;VETUSTA                                           ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;11;CALLE;ALCALDE MANUEL ALVAREZ-BUYLLA                     ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;24;CALLE;ANGEL CAÑEDO                                      ;1;7;Impar
ESTE-U                                            ;VENTANIELLES                                      ;230;CALLE;JOAQUIN BLUME                                     ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;233;CALLE;JOSE ANTONIO ELOLA OLASO                          ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;251;CALLE;LAGO ENOL                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;619;PLAZA;LAGO ENOL                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;252;PLAZA;LAGOS DE SOMIEDO                                  ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;4172;PQUE ;OSCAR GONZALEZ ALVAREZ                            ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;4045;PLAZA;PIERRE DE COUBERTIN                               ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;420;CALLE;RIO CARES                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;421;CALLE;RIO CAUDAL                                        ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;422;CALLE;RIO CUBIA                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;423;CALLE;RIO DEVA                                          ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;424;CALLE;RIO DOBRA                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;425;CALLE;RIO EO                                            ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;426;CALLE;RIO ESVA                                          ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;573;CALLE;RIO IBIAS                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;427;CALLE;RIO NALON                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;428;CALLE;RIO NARCEA                                        ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;429;CALLE;RIO NAVIA                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;430;CALLE;RIO NONAYA                                        ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;431;CALLE;RIO NORA                                          ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;432;CALLE;RIO ORLE                                          ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;433;CALLE;RIO PIGUEÑA                                       ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;434;CALLE;RIO PILOÑA                                        ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;435;CALLE;RIO PORCIA                                        ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;437;CALLE;RIO SELLA                                         ;0;9999;Ambos
ESTE-U                                            ;VENTANIELLES                                      ;4167;BULEV;SAN JULIAN DE LOS PRADOS/SANTUYANO                ;0;0;Par  
ESTE-U                                            ;VENTANIELLES                                      ;770;CALLE;SIERO                                             ;1;9999;Impar
NARANCO-R                                         ;NARANCO-ESTE                                      ;1807;LUGAR;CUYENCES                                          ;0;9998;Ambos
NARANCO-R                                         ;NARANCO-ESTE                                      ;1808;LUGAR;FITORIA                                           ;0;9999;Ambos
NARANCO-R                                         ;NARANCO-ESTE                                      ;1852;LUGAR;FRIERA-LA GRANXA                                  ;0;9998;Ambos
NARANCO-R                                         ;NARANCO-ESTE                                      ;1809;LUGAR;GRANXA LA                                         ;0;9998;Ambos
NARANCO-R                                         ;NARANCO-ESTE                                      ;799;CALLE;JOSE EL XARRERU                                   ;0;9999;Ambos
