ZONA;BARRIO;CODIGO_CALLE;SIGLAS;CALLE;INICIO;FIN;PARIDAD
CENTRO                                            ;CENTRO-OESTE                                      ;373;PSAJE;PINTOR LUIS FERNANDEZ                             ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;139;CALLE;REAL OVIEDO                                       ;1;9999;Impar
CENTRO                                            ;CENTRO-OESTE                                      ;457;GTA  ;SAN JUAN DE LA CRUZ                               ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;469;CALLE;SANTA SUSANA                                      ;25;9999;Impar
CENTRO                                            ;CENTRO-OESTE                                      ;470;CALLE;SANTA TERESA DE JESUS                             ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;488;CALLE;TELESFORO CUEVAS                                  ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;123;CALLE;TRECE ROSAS                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;505;CALLE;URIA                                              ;1;9999;Impar
CENTRO                                            ;CENTRO-OESTE                                      ;513;CALLE;VENTURA RODRIGUEZ                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;514;PASEO;VERACRUZ                                          ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;221;CALLE;VIADUCTO MARQUINA                                 ;1;8;Ambos
CENTRO                                            ;CENTRO-SUR                                        ;528;CALLE;ARQUITECTOS GALAN                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-SUR                                        ;41;CALLE;ARZOBISPO GUISASOLA                               ;2;9998;Par  
CENTRO                                            ;CENTRO-SUR                                        ;71;CALLE;CABO NOVAL                                        ;0;9999;Ambos
CENTRO                                            ;CENTRO-SUR                                        ;80;CALLE;CAMPOMANES                                        ;1;9999;Impar
CENTRO                                            ;CENTRO-SUR                                        ;80;CALLE;CAMPOMANES                                        ;20;9998;Par  
CENTRO                                            ;CENTRO-SUR                                        ;87;CALLE;CARDENAL INGUANZO                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-SUR                                        ;93;PLAZA;CASTILLA DE                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-SUR                                        ;117;CALLE;CONCEPCION                                        ;0;9999;Ambos
CENTRO                                            ;CENTRO-SUR                                        ;615;CALLE;FAUSTINO GARCIA-ROEL RODRIGUEZ                    ;0;9999;Ambos
